,loss
0,0.7865871451602275
1,0.8273314184107062
2,0.8678045175933818
3,0.9138672378120711
4,0.7998773118907216
5,0.8840213834448001
6,0.8983989831484841
7,0.8620009914863979
8,0.8234195125103548
9,0.8306907417586118
10,0.7822340807575411
11,0.8349171910385104
12,0.9031520839326956
13,0.8538024541976598
14,0.9124712573150623
15,0.8826913399283164
16,0.8472793395614927
17,0.7068352220264132
18,0.9210953201032933
19,0.7609504289448817
20,0.9167358782356061
21,0.9034243875595288
22,0.8947392373139199
23,0.884035619815017
24,0.7830375864376184
25,0.8860365956191513
26,0.8344280507915546
27,0.8308165209415523
28,0.8816471656987962
29,0.8926049152273773
30,0.9343618622328588
31,0.9092170823781077
32,0.8880307782456958
33,0.8405542900463506
34,0.8415860397939526
35,0.843003994685606
36,0.8944717849972389
37,0.8824172586131417
38,0.901494511607227
39,0.848741682892736
40,0.8788917774975362
41,0.8782357697527087
42,0.8747535329223878
43,0.827849730243041
44,0.8582747656279743
45,0.7695808845106203
46,0.7629201898288677
47,0.8669943027971103
48,0.7801980748592624
49,0.827293856891096
50,0.8948406705328071
51,0.8005917703207128
52,0.8649161273485593
53,0.8842703447424174
54,0.790947584795178
55,0.8604221745680352
56,0.8210817851201769
57,0.8563325075397655
58,0.8847925243030431
59,0.8480718755200493
60,0.829228832543565
61,0.8595654260097001
62,0.8235394239885826
63,0.7918706294096785
64,0.8935955054305206
65,0.866341375195252
66,0.8692868286273122
67,0.7662641738864285
68,0.7775520825019157
69,0.8656769280197975
70,0.8944689001903726
71,0.8906850272472882
72,0.8337815623521178
73,0.8062189485191119
74,0.807599026989085
75,0.888138344638629
76,0.7816693486112706
77,0.7277695463066882
78,0.8623302055492357
79,0.838708145080761
80,0.8603061435116673
81,0.8931775304924844
82,0.8104992854088646
83,0.8905767026819399
84,0.8533815339502775
85,0.826179887194199
86,0.842357045455733
87,0.7821751417614627
88,0.8241432821034416
89,0.8243541237668788
90,0.8629921754910787
91,0.8931064003241317
92,0.8602565315397833
93,0.8056810322461854
94,0.7984317152891255
95,0.8462556869011028
96,0.846908396664536
97,0.803831355141476
98,0.8193054039498912
99,0.8729981071454499
100,0.8455596305948959
101,0.8840500552539067
102,0.821943103143493
103,0.7324323624803795
104,0.8456447646345967
105,0.7947126144356897
106,0.8156534714179157
107,0.8657100461600885
108,0.9123221366038266
109,0.7905719829507051
110,0.8498582846577134
111,0.8235200157074425
112,0.8487264703004337
113,0.8677755393977622
114,0.8238690531467068
115,0.8482604434694575
116,0.8413386635446296
117,0.8248175031953312
118,0.8054280779147278
119,0.8007998941311009
120,0.8440843382510534
121,0.8542833423045678
122,0.8569132071541636
123,0.8677873296178519
124,0.8218594053425795
125,0.842742542391087
126,0.9096756934121107
127,0.7742796290747537
128,0.7882844057947328
129,0.8420108804820275
130,0.8811930300173706
131,0.8210275888642435
132,0.8574220617121379
133,0.760744287656339
134,0.8424257694856001
135,0.8137062051867672
136,0.850009734523854
137,0.8413823650631771
138,0.8637133033616049
139,0.834777838921034
140,0.8409953705370781
141,0.825190530324537
142,0.7759809009178801
143,0.8231029651154845
144,0.8533804191369285
145,0.8503983588138595
146,0.7904239122693741
147,0.7872598785031286
148,0.8354066238312979
149,0.8703192660069003
150,0.8268688718519872
151,0.7909797828357256
152,0.859247773761269
153,0.8667820380336674
154,0.863404295431228
155,0.8423511926105992
156,0.831377433171603
157,0.8776462534193393
158,0.8410142469904732
159,0.8427010048980595
160,0.8686474686684141
161,0.8645268149832729
162,0.8196727065177957
163,0.8129300438860358
164,0.8629800494017603
165,0.7534947339991194
166,0.8988175313549809
167,0.8273533915889509
168,0.8504543469672571
169,0.8838723084003226
170,0.8549643981665781
171,0.8411785381833383
172,0.8289227268792884
173,0.8093326244942368
174,0.7692530722868073
175,0.8710019461764688
176,0.8314727167605579
177,0.7875047637800202
178,0.8188109792468171
179,0.8217937436770267
180,0.8292268299737527
181,0.8311532746049071
182,0.8567566516996811
183,0.82628687837688
184,0.8901753156960711
185,0.8646610259716648
186,0.8805500442572313
187,0.8354609544650273
188,0.8589331356551817
189,0.7823138799648038
190,0.816619850826301
191,0.857659599104963
192,0.8300432964543887
193,0.7751374700463184
194,0.8337765728604661
195,0.8126508158652695
196,0.8163239222422357
197,0.825140814345475
198,0.7897693597952655
199,0.8548562494324997
200,0.79787665379707
201,0.871428901830505
202,0.8495667929636728
203,0.813345271793563
204,0.8114612588926772
205,0.8985958982078922
206,0.8044670911114581
207,0.7363077105372329
208,0.8662757034689058
209,0.8382964388782164
210,0.8110538977965486
211,0.8514206065054228
212,0.825890312936249
213,0.8640779770822099
214,0.8499719149746342
215,0.8226892338584587
216,0.805184169547892
217,0.7920315980994358
218,0.8493279375348417
219,0.8325066547726594
220,0.7698555507546445
221,0.8556495649729066
222,0.7829227017891777
223,0.7789219281325009
224,0.8015719949092429
225,0.8290770474795935
226,0.7844676465286281
227,0.8362126672610418
228,0.8431562746633358
229,0.8155544399749969
230,0.9068973688304951
231,0.8272089943416615
232,0.8111150074356741
233,0.8132943880504059
234,0.8630724760905871
235,0.8577523710769597
236,0.8342269503465856
237,0.8336663196539507
238,0.864478498383545
239,0.8767825893003031
240,0.8173288772970226
241,0.8832844291738144
242,0.7355030103160983
243,0.7464851973581101
244,0.8167030874448008
245,0.8669085815568428
246,0.7572615710274662
247,0.8497874906610897
248,0.7951203435398757
249,0.8510918725600787
250,0.8371115800637096
251,0.8333438247362898
252,0.8469374123948497
253,0.8033898962861051
254,0.7742737338905717
255,0.8615072961504234
256,0.8415645830387511
257,0.7881793493827862
258,0.8702943476381014
259,0.8361237850089502
260,0.8068941801275267
261,0.7911004250808021
262,0.8073675902958012
263,0.8721682281665065
264,0.8266814260716914
265,0.8435003475116293
266,0.8405454955850127
267,0.8634499695367367
268,0.824404718696112
269,0.8497516951565247
270,0.8482465583368722
271,0.8498279423952931
272,0.8162833243792174
273,0.8360118789291534
274,0.8220313209909064
275,0.8066941609923111
276,0.8635181434193241
277,0.8145439644748064
278,0.8536601399917585
279,0.828963173410685
280,0.823275559098078
281,0.8360059622589614
282,0.8318754237724979
283,0.8070546773832196
284,0.8093377015882119
285,0.8162253589606786
286,0.8058998789068414
287,0.8983902079145116
288,0.7390562810789231
289,0.8647653292715677
290,0.8483487552838364
291,0.8200516466026894
292,0.8079226993100355
293,0.8293881849745111
294,0.8262947597300787
295,0.7766164302491102
296,0.836015511771145
297,0.7966625421047588
298,0.7937676563969225
299,0.8642474144760285
300,0.8242893644652239
301,0.8434438082228363
302,0.7958358266443837
303,0.8244518923327249
304,0.847793074345995
