,rnd5
0,35
1,66
2,58
3,252
4,92
5,93
6,229
7,226
8,222
9,99
10,96
11,224
12,261
13,85
14,65
15,173
16,175
17,38
18,152
19,199
20,1
21,249
22,194
23,10
24,144
25,142
26,209
27,125
28,55
29,44
30,301
31,67
32,22
33,232
34,37
35,182
36,9
37,147
38,83
39,203
40,254
41,184
42,86
43,306
44,25
45,148
46,132
47,176
48,276
49,74
50,238
51,218
52,260
53,109
54,280
55,97
56,31
57,27
58,190
59,19
60,198
61,295
62,98
63,64
64,36
65,105
66,268
67,215
68,100
69,170
70,117
71,228
72,305
73,124
74,231
75,242
76,168
77,57
78,95
79,18
80,80
81,145
82,165
83,213
84,206
85,32
86,278
87,259
88,138
89,16
90,169
91,291
92,82
93,205
94,212
95,5
96,285
97,296
98,40
99,88
100,191
101,75
102,163
103,309
104,183
105,192
106,211
107,298
108,26
109,7
110,2
111,284
112,69
113,272
114,235
115,161
116,121
117,256
118,151
119,174
120,106
121,134
122,250
123,269
124,292
125,253
126,308
127,293
128,277
129,52
130,282
131,244
132,177
133,294
134,266
135,171
136,263
137,245
138,275
139,30
140,248
141,81
142,23
143,123
144,107
145,128
146,172
147,307
148,302
149,246
150,62
151,221
152,63
153,14
154,72
155,87
156,157
157,197
158,50
159,214
160,271
161,84
162,160
163,239
164,264
165,15
166,258
167,236
168,53
169,262
170,42
171,90
172,4
173,286
174,155
175,288
176,20
177,207
178,181
179,216
180,196
181,113
182,234
183,60
184,230
185,146
186,223
187,178
188,45
189,41
190,150
191,133
192,48
193,116
194,104
195,101
196,202
197,68
198,102
199,24
200,153
201,77
202,129
203,61
204,304
205,127
206,13
207,79
208,200
209,227
210,46
211,70
212,204
213,166
214,0
215,49
216,135
217,131
218,94
219,257
220,265
221,156
222,136
223,21
224,137
225,114
226,3
227,103
228,164
229,158
230,122
231,283
232,143
233,289
234,273
235,195
236,54
237,115
238,17
239,188
240,111
241,29
242,219
243,240
244,297
245,201
246,303
247,162
248,233
249,159
250,71
251,255
252,76
253,39
254,33
255,154
256,34
257,193
258,78
259,167
260,110
261,210
262,120
263,187
264,108
265,247
266,51
267,300
268,185
269,130
270,12
271,91
272,73
273,225
274,112
275,220
276,274
277,267
278,217
279,290
280,299
281,237
282,149
283,140
284,281
285,8
286,241
287,189
288,126
289,28
290,251
291,89
292,179
293,139
294,11
295,47
296,59
297,180
298,287
299,208
300,270
301,186
302,243
303,6
304,118
305,119
306,56
307,43
308,141
309,279
