,loss
0,0.8559624320845133
1,0.9535234606160543
2,0.9102495166565255
3,0.9622071685071892
4,0.9508826977679954
5,0.9657027968420488
6,0.9203568057319168
7,0.8161476760839683
8,0.855378780436372
9,0.9301204075583088
10,0.9581011484967393
11,0.7807834152968105
12,0.8232887816616207
13,0.8862769392130753
14,0.8212796287627201
15,0.8802782739063862
16,0.7641287608479619
17,0.8602335133052434
18,0.7698905454074321
19,0.8796658032811602
20,0.9218360944976787
21,0.7441228978396549
22,0.9519631850441596
23,0.8428880942050238
24,0.751419402327435
25,0.8661179785132235
26,0.9152146900597683
27,0.6868117248108171
28,0.8212636251124025
29,0.858841576323907
30,0.8390050028790281
31,0.9343963276747381
32,0.9465909305397019
33,0.8297372009167768
34,0.8397401524334593
35,0.8004700140418715
36,0.8914260573551543
37,0.9182140764897174
38,0.8638217474367446
39,0.816527642988311
40,0.8610560097037746
41,0.7916750152248732
42,0.7332192278478876
43,0.7972355756730333
44,0.6765073214694868
45,0.8405489663952329
46,0.7304837891728332
47,0.823880602467805
48,0.9050859127810487
49,0.8482305847438878
50,0.8356847125206127
51,0.9083038087688525
52,0.9287498322612827
53,0.82517424752349
54,0.8975674007540998
55,0.8464410470492431
56,0.7789718586191869
57,0.8387212421681108
58,0.8958600411040291
59,0.9187258710403693
60,0.8025744386507722
61,0.6747116177475572
62,0.8923506300513581
63,0.8387094396475492
64,0.591597282169151
65,0.8138769375576737
66,0.8425624200662387
67,0.7392753561189005
68,0.8070306394521813
69,0.8846054127194771
70,0.7592422061893244
71,0.893048781149447
72,0.7467650288839282
73,0.8088298725078538
74,0.7722655627621811
75,0.9064732587529191
76,0.8749804265578377
77,0.6331068884658274
78,0.8576509097010011
79,0.918608389136474
80,0.7951661839515365
81,0.9085866136519372
82,0.8109909233216648
83,0.8239683563542689
84,0.7622301558864099
85,0.7462041604903302
86,0.8479875564989608
87,0.7367504406373518
88,0.8516616095402191
89,0.7612429148120395
90,0.8149789045827095
91,0.6424639194339765
92,0.5342396201946086
93,0.7304184972933759
94,0.8824196008993581
95,0.836701267313735
96,0.8389379867328445
97,0.7673944976266814
98,0.8531482526907708
99,0.8137768612088
100,0.8622614237107966
101,0.6924339174697801
102,0.8330702881979725
103,0.64311537695055
104,0.8947712198268295
105,0.882418783034168
106,0.7273536435715765
107,0.7338665425198435
108,0.7343519497112413
109,0.8002699586759127
110,0.7522797283938017
111,0.6697921698113424
112,0.8326608079496538
113,0.8021062887437725
114,0.8832268560171327
115,0.8087414952118719
116,0.7956977146299334
117,0.9119694545281712
118,0.6778102948088373
119,0.7343222143897125
120,0.8049919686801721
121,0.8074150821724074
122,0.908393209336999
123,0.8538349802204117
124,0.7821256865144585
125,0.6753445128822083
126,0.8352353981731443
127,0.8950206836498183
128,0.7290996161580067
129,0.8851095713237721
130,0.8044340764449063
131,0.9001471970505118
132,0.762967022534592
133,0.7187247065221325
134,0.5880340079870435
135,0.9018436388472633
136,0.7961461692718713
137,0.8503505360709741
138,0.8623684568964641
139,0.7721845203934663
140,0.8346791244694493
141,0.8371135048429156
142,0.7413879254868772
143,0.7871754790852016
144,0.7540437381274071
145,0.7715581256389129
146,0.8193701154330044
147,0.7378119537675029
148,0.8278445265799357
149,0.7849718731092162
150,0.7822191560123297
151,0.7523903516693528
152,0.6832320179610143
153,0.6315114262913024
154,0.8663511842112434
155,0.8975682499428068
156,0.8293960098539992
157,0.7790585211114227
158,0.8686467131746797
159,0.5793247583322279
160,0.8179091239964327
161,0.8213883074609909
162,0.7852466912434494
163,0.8175183360085361
164,0.7031052817238971
165,0.710724439308987
166,0.8639951650776272
167,0.8253817612973021
168,0.8032927774963554
169,0.646351806811924
170,0.6906715429015428
171,0.8344980864788543
172,0.8427368619835214
173,0.8453330300223997
174,0.7135578187756817
175,0.8408100446946465
176,0.825419942429708
177,0.8400123708061107
178,0.7606050211871879
179,0.9102497519668811
180,0.8810744513312615
181,0.8498387200708303
182,0.7657078773412752
183,0.8135929318828506
184,0.7939073151492851
185,0.801067591673262
186,0.6983242002770383
187,0.8280324587379247
188,0.7427183874286191
189,0.8037678598242239
190,0.9012937383988289
191,0.7249900421960618
192,0.6889884956816158
193,0.8813761599244018
194,0.7698729856140767
195,0.8310264259933443
196,0.7867502616811677
197,0.8180999449118331
198,0.6769365109201272
199,0.776211783916338
200,0.8292106460523755
201,0.7565983313236057
202,0.8200461403774041
203,0.7686601772714964
204,0.8267845455699664
205,0.7912408047039176
206,0.7640959898169702
207,0.5194997793824272
208,0.6914949809858637
209,0.8463926787942071
210,0.7702240824259058
211,0.7095349010899181
212,0.7131319469635399
213,0.7201778019388491
214,0.7679239532348664
215,0.7010617069299805
216,0.7281172309602659
217,0.6412044231010016
218,0.7764337175875115
219,0.5729146680017768
220,0.5740196192177071
221,0.8488902112073079
222,0.8593793264340795
223,0.7932370433022164
224,0.8105136836016562
225,0.7547655704197724
226,0.7086814920314914
227,0.8189800093440599
228,0.7464057763997404
229,0.7782856284815629
230,0.648040219083966
231,0.7457757915765987
232,0.8560793931561289
233,0.7879224643450281
234,0.7344864896518974
235,0.8239071949222412
236,0.7925693505347716
237,0.8561161701374286
238,0.7493950403699577
239,0.6914750080416227
240,0.6374669249382071
241,0.6910269470292459
242,0.8604443402223908
243,0.7695251063113948
244,0.7968577427923575
245,0.7934599194110674
246,0.7222734416785322
247,0.6635751056377893
248,0.8014127375798823
249,0.7719307922545318
250,0.8886111694529505
251,0.6170312004600783
252,0.6427383811281459
253,0.8167754242515074
254,0.7818698096854622
255,0.6992024598206884
256,0.8305181867852556
257,0.7852169331038645
258,0.6846877123247214
259,0.6573374261179329
260,0.7795751416379443
261,0.696636978280421
262,0.6754862388701423
263,0.7145306956199239
264,0.7159801501032018
265,0.8168248519676314
266,0.8189517149231644
267,0.5977574038312123
268,0.7549956042499357
269,0.7944466102679011
270,0.8196707040865716
271,0.758214144164957
272,0.6644216573303522
273,0.6562207595364853
274,0.7482776205119869
275,0.7303121005395383
276,0.8105738504202804
277,0.6306797636642959
278,0.8193433376782184
279,0.7890628273492173
280,0.73539348446214
281,0.6419807436491415
282,0.7501581177347436
283,0.743817344193687
284,0.8043627342009654
285,0.7555373160235513
286,0.7032273240601562
287,0.5753246449678622
288,0.6867480986448696
289,0.7554667641272114
290,0.7625508580156705
291,0.5982291253292841
292,0.7793662727084053
293,0.7321605680089192
294,0.8307249076271929
295,0.6629417365066514
296,0.7626671277109169
297,0.6545241657799684
298,0.7830076852991074
299,0.8254890005096137
300,0.8225010903756926
301,0.7685990152794254
302,0.8289668310851234
303,0.6714293750289835
304,0.6691260100763669
305,0.5880208198747994
306,0.7859770868472478
307,0.6602942041434868
308,0.7558957086493079
309,0.7379232443346077
310,0.7330847314164022
311,0.7110842161155626
312,0.8277477285045743
313,0.660356471862411
314,0.7306339875631488
315,0.7183369532248501
316,0.7107334214567536
317,0.7297925866650398
318,0.8047048160788898
319,0.7426070709186146
320,0.7717364586394412
321,0.7414281504621325
322,0.8387390007696834
323,0.6280988453489865
324,0.7102190607634048
325,0.8336361154010817
326,0.668710545995644
327,0.7917261201110062
328,0.6892489019290566
329,0.6963815322771414
330,0.693832911469256
331,0.6032476569118089
332,0.7717355899422751
333,0.6084304442003815
334,0.806317867131159
335,0.5752225104442813
336,0.6855819825211419
337,0.8363372268217779
338,0.6780172235342404
339,0.696606535519069
340,0.5877591876798309
341,0.8038490895200932
342,0.7385984901562974
343,0.7271100396371095
344,0.793135498559514
345,0.7131697443433723
346,0.6499302456297661
