,loss
0,0.9646900507249843
1,0.9518854368024773
2,0.9479826202184726
3,0.944915493001869
4,0.9408503152090975
5,0.9340668585610593
6,0.9256248875844859
7,0.917351093139197
8,0.9106044475378582
9,0.9054782333473629
10,0.9002796332742865
11,0.8953391095643493
12,0.8906832819123677
13,0.8863315485248079
14,0.8823183584898276
15,0.8786499201393999
16,0.8754365793954176
17,0.8727516068578616
18,0.8704368261027041
19,0.8684305917961909
20,0.866715924552872
21,0.8653309596405494
22,0.8642508447682798
23,0.8637075448266541
24,0.8636640881481031
25,0.8638407958068511
26,0.8641966797079708
27,0.8647237595863252
28,0.8654117778182965
29,0.8662255775663885
30,0.8671474881270802
31,0.8681749267973115
32,0.8692864793606919
33,0.8704508154612327
34,0.8716560249948975
35,0.8728966879647532
36,0.8741662733192085
37,0.8754429683072321
38,0.8767306854693776
39,0.8780251152367607
40,0.8793165010978117
41,0.8805969839401525
42,0.8818640848413892
43,0.8831164150667329
44,0.8843491267699852
45,0.8855508807839714
46,0.8867161932929769
47,0.887862950060322
48,0.8889933854594027
49,0.8900953345615532
50,0.8911723908364867
51,0.8922271582040041
52,0.8932599070533466
53,0.8942664635373151
54,0.8952459422447653
55,0.8962039305575656
56,0.8971419194956364
57,0.8980610362184441
58,0.8989562358568325
59,0.8998266441916647
60,0.9006725533103397
61,0.9014949400667722
62,0.9022952065917208
63,0.9030696317551625
64,0.9038198984291593
65,0.9045498885757607
66,0.9052574621320446
67,0.9059425946421958
68,0.9066092089869703
69,0.9072572350369233
70,0.9078864786744355
71,0.908205220414739
72,0.908480616707055
73,0.908751330136095
74,0.9090164087870302
75,0.9092749067334485
76,0.909527958964558
77,0.9097736609187818
78,0.9100125567497203
79,0.9102471748847736
80,0.9104765160901115
81,0.9106972201458378
82,0.9109096883544053
83,0.9111140587841404
84,0.911311720151551
85,0.9115009481638838
86,0.9116836729957659
87,0.9118590944482877
88,0.9120269449257384
89,0.9121903001029911
90,0.912353052159583
91,0.9125119829916005
92,0.9126634632910883
93,0.9128077865929353
94,0.9129467055567764
95,0.9130799666589053
96,0.9132070000528508
97,0.9133287065703317
98,0.9134429121280804
99,0.9135434073686007
100,0.9136351657893566
101,0.9137206545908045
102,0.9138018962427271
103,0.9138783235201389
104,0.9139488440813853
105,0.9140133133988879
106,0.9140730845311953
107,0.9141276873661016
108,0.9141761514059515
109,0.9142199785834129
110,0.9142593779552187
111,0.9142941779588397
112,0.9143237694444183
113,0.9143468045582918
114,0.9143633467017747
115,0.914374985075706
116,0.914383378141895
117,0.9143883709425177
118,0.9143891932437855
119,0.9143856339622854
120,0.914378415503049
121,0.9143677798555832
122,0.9143537321381371
123,0.9143366019547992
124,0.914317642361049
125,0.9142951997858791
126,0.9142707104301268
127,0.9142433132003533
128,0.9142124544592548
129,0.9141786508352011
130,0.9141417572111022
131,0.9141019777708114
132,0.9140600039203746
133,0.9140158568789748
134,0.9139697007790419
135,0.9139208821334028
136,0.9138692356101962
137,0.9138143861412553
138,0.9137557687181893
139,0.9136940212161141
140,0.913629454330481
141,0.9135629284355155
142,0.9134949809690396
143,0.9134256200396415
144,0.9133542770683808
145,0.9132812416567856
146,0.9132074165130589
147,0.9131317421588104
148,0.9130545508571851
149,0.9129753250065483
150,0.9128946260142968
151,0.9128129741315197
152,0.9127299274961215
153,0.9126453700822913
154,0.9125602060887849
155,0.9124742029857987
156,0.9123867864883842
157,0.9122979963084664
158,0.9122083107975529
159,0.912118551193551
160,0.9120279157558683
161,0.9119362862414946
162,0.9118431101993956
163,0.9117491544219165
164,0.9116543530395128
165,0.9115584539209216
166,0.9114616998615157
167,0.9113636027115615
168,0.9112647075807827
169,0.9111650559321971
170,0.9110643957952096
171,0.9109629950698935
172,0.9108604640731887
173,0.9107570980217712
174,0.9106536504026913
175,0.9105498558137521
176,0.9104455729001735
177,0.9103408093378843
178,0.91023553965736
179,0.9101297481963211
180,0.9100239118204226
181,0.9099176405978628
182,0.9098115794797652
183,0.9097047781028194
184,0.9095973004892025
185,0.9094894367972745
186,0.9093796796605245
187,0.9092695504410285
188,0.909159177473014
189,0.9090487314576189
190,0.9089374597382572
191,0.9088256079256052
192,0.9087138274050236
193,0.9086026253359911
194,0.9084918156496171
195,0.9083813870580786
196,0.908270886947351
197,0.9081603151862111
198,0.908049556862508
199,0.9079385101916255
200,0.9078272677265475
201,0.9077147443608026
202,0.9075996788973993
203,0.9074842613702494
204,0.9073691764669631
205,0.9072544562784556
206,0.9071396691892109
207,0.9070249393071943
208,0.906910295162798
209,0.9067957339748899
210,0.9066814237441887
211,0.9065673734206483
212,0.9064534754329286
213,0.9063395780799416
214,0.9062256994002397
215,0.9061116391145798
216,0.9059975595922165
217,0.9058831830697845
218,0.9057686212301436
219,0.9056540849517644
220,0.9055394616175045
221,0.9054253210972252
222,0.9053108326855017
223,0.9051963096631167
224,0.9050818781381107
225,0.904967158767856
226,0.9048525468667366
227,0.9047383347478631
228,0.904624212735549
229,0.9045099774727722
230,0.9043953496511491
231,0.9042813334481588
232,0.904167643341049
233,0.9040540685826695
234,0.9039403372910956
235,0.903826564423104
236,0.903712784639547
237,0.9035991280829279
238,0.903485401996697
239,0.9033718229043873
240,0.9032585646540403
241,0.9031454733931322
242,0.9030324479974985
243,0.9029195403995811
244,0.9028071263197935
245,0.9026952500170539
246,0.902583339272767
247,0.9024709316334691
248,0.9023581034840529
249,0.9022453814029605
250,0.9021336613062667
251,0.9020218299519073
252,0.9019087190151922
253,0.9017954956705247
254,0.9016823520199895
255,0.9015691578686182
256,0.9014559622791615
257,0.901342990505538
258,0.9012302428835814
259,0.9011178981626392
260,0.9010058551726648
261,0.9008941883315352
262,0.9007827217970574
263,0.9006714182564987
264,0.900560381451129
265,0.9004493860745068
266,0.9003385082883375
267,0.9002276743431199
268,0.9001169024875997
269,0.9000064394719978
270,0.8998962074535044
271,0.8997856519970313
272,0.8996751133168128
273,0.8995645766885199
274,0.8994541323339355
275,0.8993443230793303
276,0.8992347040107264
277,0.8991249105810505
278,0.8990154928932369
279,0.8989061267978673
280,0.8987928568015243
281,0.8986623832575455
282,0.898530094190402
283,0.8983976065448914
284,0.898264698132699
285,0.8981315420779877
286,0.8979980298038222
287,0.8978638911291486
288,0.8977298083232406
289,0.8975958815341775
290,0.8974621460393086
291,0.8973285656464994
292,0.8971949746796193
293,0.8970617637180579
294,0.896928621887776
295,0.8967955011063466
296,0.8966626189364185
297,0.8965300471046996
298,0.8963975024401643
299,0.896265052075078
300,0.8961328218291393
301,0.8960008663170749
302,0.8958690831307091
303,0.8957374254647711
304,0.8956057874089669
305,0.8954741665176977
306,0.895342507538355
307,0.8952110600351656
308,0.8950798182776263
309,0.8949486934820567
310,0.8948177362370414
311,0.8946866331947158
312,0.8945553763495729
313,0.894424254139827
314,0.8942933987697541
315,0.8941628402843624
316,0.8940323857885341
317,0.893902071656935
318,0.8937722319957098
319,0.8936426965445768
320,0.8935134656041114
321,0.8933845575561151
322,0.8932560102120448
323,0.893127788529023
324,0.8929998841918779
325,0.8928722475722756
326,0.8927448072269258
327,0.8926175635566022
328,0.8924902317013584
329,0.8923630885405072
330,0.8922362510346489
331,0.8921095939571886
332,0.8919832234990849
333,0.8918570122656078
334,0.891732104135028
335,0.8916085088406177
336,0.8914856450092271
337,0.8913630300090328
338,0.8912405448329217
339,0.8911182296926317
340,0.890995959052176
341,0.8908736856786812
342,0.8907516652303802
343,0.8906294502961762
344,0.8905072000715128
345,0.8903851683386632
346,0.890263601346165
347,0.890142181185653
348,0.8900212914759625
349,0.889900633569488
350,0.8897801065877167
351,0.8896597942406255
352,0.889539705949775
353,0.889419917217363
354,0.8893005836284812
355,0.8891819916467971
356,0.8890638215149183
357,0.8889459405918266
358,0.8888281960093781
359,0.8887107289485406
360,0.8885938057995728
361,0.8884772865204466
362,0.8883611372090586
363,0.8882453748895652
364,0.8881299698249653
365,0.8880148169814348
366,0.8878998940329651
367,0.887785169256567
368,0.8876702755216137
369,0.8875553719438783
370,0.8874406116602849
371,0.8873260562935086
372,0.8872116664130453
373,0.887097510212076
374,0.8869959297583441
375,0.8869021320788913
376,0.8868086048013867
377,0.8867153142491422
378,0.8866222139087313
379,0.886530011057418
380,0.8864382638675165
381,0.8863467569148238
382,0.886255618786233
383,0.8861647503829453
384,0.8860741358171688
385,0.8859836427881174
386,0.88589321961851
387,0.8858028729549984
388,0.8857127470064431
389,0.8856228558267416
390,0.8855331964734641
391,0.8854437757608826
392,0.8853554097486
393,0.8852679609477343
394,0.8851807982051392
395,0.8850940513232052
396,0.8850077001336121
397,0.8849214736926887
398,0.8848353598123743
399,0.8847494387259917
400,0.8846639034568637
401,0.8845784565071086
402,0.884493168887298
403,0.8844080243995875
404,0.8843229640772714
405,0.8842388527070584
406,0.8841549239785306
407,0.8840710872623331
408,0.883988337293613
409,0.8839058431669155
410,0.8838234770938287
411,0.8837413587453711
412,0.8836592504183993
413,0.8835769537767885
414,0.8834947620470487
415,0.8834127274206641
416,0.8833312043233859
417,0.8832499265845305
418,0.8831688405332445
419,0.8830878755243947
420,0.883000876694622
421,0.8829089919962386
422,0.8828171873132623
423,0.8827253284965266
424,0.8826340806942904
425,0.8825439238055457
426,0.882454491371497
427,0.8823651669891708
428,0.8822759104155856
429,0.8821866986381187
430,0.8820976075446112
431,0.8820087014297214
432,0.8819200753234756
433,0.8818319186195129
434,0.8817438765920793
435,0.8816558906868245
436,0.8815684639224967
437,0.8814817852692097
438,0.8813954437510769
439,0.8813093005390257
440,0.8812233817638153
441,0.8811376551192722
442,0.8810520840252122
443,0.8809666407739366
444,0.8808813507850044
445,0.8807964305375153
446,0.8807120130608265
447,0.8806277830630239
448,0.8805437041818769
449,0.8804596641743656
450,0.8803756387902746
451,0.8802915883172915
452,0.8802074972064029
453,0.8801233617396907
454,0.8800390663595478
455,0.8799547808429017
456,0.8798705846414185
457,0.8797867116147613
458,0.8797029716086258
459,0.8796191191866823
460,0.8795353147522753
